,first,second,count
32470,iatr,ifér[VB],0
32471,iatr,ab,0
32472,iatr,a,0
32473,iatr,ad,0
32474,iatr,ambi,0
32475,iatr,anté,0
32476,iatr,co,0
32477,iatr,com,0
32478,iatr,con,0
32479,iatr,dé,0
32480,iatr,é,0
32481,iatr,in,0
32482,iatr,mé,0
32483,iatr,mi,0
32484,iatr,ob,0
32485,iatr,pan,0
32486,iatr,pour,0
32487,iatr,pré,0
32488,iatr,pro,0
32489,iatr,re,0
32490,iatr,rétro,0
32491,iatr,sau,0
32492,iatr,sous,0
32493,iatr,soubre,0
32494,iatr,sub,0
32495,iatr,sur,0
32496,iatr,sus,0
32497,iatr,syn,0
32498,iatr,trans,0
32499,iatr,tri,0
32500,iatr,ultra,0
32501,iatr,uni,0
32502,iatr,ver,0
32503,iatr,vi,0
32504,iatr,ana,0
32505,iatr,anti,0
32506,iatr,apo,0
32507,iatr,arch,0
32508,iatr,archi,0
32509,iatr,au,0
32510,iatr,bi,0
32511,iatr,bis,0
32512,iatr,contre,0
32513,iatr,dia,0
32514,iatr,dys,0
32515,iatr,entre,0
32516,iatr,épi,0
32517,iatr,eu,0
32518,iatr,extra,0
32519,iatr,hémi,0
32520,iatr,hyper,0
32521,iatr,hypo,0
32522,iatr,infra,0
32523,iatr,inter,0
32524,iatr,juxta,0
32525,iatr,mono,0
32526,iatr,par,0
32527,iatr,para,0
32528,iatr,pén,0
32529,iatr,per,0
32530,iatr,péri,0
32531,iatr,post,0
32532,iatr,sé,0
32533,iatr,super,0
32534,iatr,su,0
32535,iatr,tres,0
32536,eut,éfact,0
32537,eut,iceps,0
32538,eut,aine,0
32539,eut,uor,0
32540,eut,ple,0
32541,eut,ars,0
32542,eut,is[VB],0
32543,eut,acle,0
32544,eut,end,0
32545,eut,esse,0
32546,eut,ouille,0
32547,eut,âtre,0
32548,eut,otte,0
32549,eut,aume,0
32550,eut,oche,0
32551,eut,ifi[VB],0
32552,eut,lège,0
32553,eut,aud,0
32554,eut,etés,0
32555,eut,igaud,0
32556,eut,erelle,0
32557,eut,iller,0
32558,eut,ario,0
32559,eut,ifique,0
32560,eut,eresse,0
32561,eut,émie,0
32562,eut,acre,0
32563,eut,ifère,0
32564,eut,ol[VB],0
32565,eut,ar,0
32566,eut,ate,0
32567,eut,ore,0
32568,eut,ell,0
32569,eut,ise,0
32570,eut,ir,0
32571,eut,ème,0
32572,eut,in[VB],0
32573,eut,atie,0
32574,eut,iques2,0
32575,eut,inet,0
32576,eut,inière,0
32577,eut,estre,0
32578,eut,ce,0
32579,eut,aill[VB],0
32580,eut,ereau,0
32581,eut,oi,0
32582,eut,oie,0
32583,eut,oïd,0
32584,eut,atum,0
32585,eut,arienne,0
32586,eut,il[VB],0
32587,eut,bule,0
32588,eut,ble[VB],0
32589,eut,eron,0
32590,eut,oble,0
32591,eut,ois,0
32592,eut,sse,0
32593,eut,sses,0
32594,eut,s,0
32595,eut,éon,0
32596,eut,ach[VB],0
32597,eut,ais,0
32598,eut,[VB]},0
32599,eut,ément,0
32600,eut,é2,0
32601,eut,ot[VB],0
32602,eut,iche,0
32603,eut,isse,0
32604,eut,ill[VB],0
32605,eut,onn[VB],0
32606,eut,ott[VB],0
32607,eut,oure,0
32608,eut,crate,0
32609,eut,eton,0
32610,eut,vore,0
32611,eut,ième,0
32612,eut,as,0
32613,eut,en,0
32614,eut,èle,0
32615,eut,fi[VB],0
32616,eut,ment1,0
32617,eut,eret,0
32618,eut,el[VB],0
32619,eut,ell[VB],0
32620,eut,adère,0
32621,eut,adères,0
32622,eut,let[VB],0
32623,eut,aison,0
32624,eut,at[VB],0
32625,eut,},0
32626,eut,otins,0
32627,eut,ex,0
32628,eut,iqu[VB],0
32629,eut,bles,0
32630,eut,ign[VB],0
32631,eut,ut[VB],0
32632,eut,}[VB],0
32633,eut,escences,0
32634,eut,it[VB],0
32635,eut,aux1,0
32636,eut,et[VB],0
32637,eut,oyant,0
32638,eut,oyante,0
32639,eut,aient,0
32640,eut,oy,0
32641,eut,ures3,0
32642,eut,aise,0
32643,eut,icide,0
32644,eut,eure,0
32645,eut,oline,0
32646,eut,issime,0
32647,eut,cul[VB],0
32648,eut,ieus,0
32649,eut,aul,0
32650,eut,bil,0
32651,eut,ané,0
32652,eut,m,0
32653,eut,eteux,0
32654,eut,eteaux,0
32655,eut,ichons,0
32656,eut,iau,0
32657,eut,arc,0
32658,eut,os[VB],0
32659,eut,énaire,0
32660,eut,atur,0
32661,eut,oit,0
32662,eut,oit[VB],0
32663,eut,illarde,0
32664,eut,igu[VB],0
32665,eut,ig[VB],0
32666,eut,oi[VB],0
32667,eut,isson,0
32668,eut,oyantes,0
32669,eut,ul[VB],0
32670,eut,lur[VB],0
32671,eut,iér,0
32672,eut,ilent,0
32673,eut,ique2,4
32674,eut,et1,0
32675,eut,ûre,0
32676,eut,ûres,0
32677,eut,illé,0
32678,eut,sant,0
32679,eut,ait,0
32680,eut,ement[VB],0
32681,eut,ass[VB],0
32682,eut,ci[VB],0
32683,eut,ad[VB],0
32684,eut,acé,0
32685,eut,ifér[VB],0
32686,eut,ab,0
32687,eut,a,0
32688,eut,ad,0
32689,eut,ambi,0
32690,eut,anté,0
32691,eut,co,0
32692,eut,com,0
32693,eut,con,0
32694,eut,dé,0
32695,eut,é,0
32696,eut,in,0
32697,eut,mé,0
32698,eut,mi,0
32699,eut,ob,0
32700,eut,pan,0
32701,eut,pour,0
32702,eut,pré,0
32703,eut,pro,0
32704,eut,re,0
32705,eut,rétro,0
32706,eut,sau,0
32707,eut,sous,0
32708,eut,soubre,0
32709,eut,sub,0
32710,eut,sur,0
32711,eut,sus,0
32712,eut,syn,0
32713,eut,trans,0
32714,eut,tri,0
32715,eut,ultra,0
32716,eut,uni,0
32717,eut,ver,0
32718,eut,vi,0
32719,eut,ana,0
32720,eut,anti,0
32721,eut,apo,0
32722,eut,arch,0
32723,eut,archi,0
32724,eut,au,0
32725,eut,bi,0
32726,eut,bis,0
32727,eut,contre,0
32728,eut,dia,0
32729,eut,dys,0
32730,eut,entre,0
32731,eut,épi,0
32732,eut,eu,0
32733,eut,extra,0
32734,eut,hémi,0
32735,eut,hyper,0
32736,eut,hypo,0
32737,eut,infra,0
32738,eut,inter,0
32739,eut,juxta,0
32740,eut,mono,0
32741,eut,par,0
32742,eut,para,0
32743,eut,pén,0
32744,eut,per,0
32745,eut,péri,0
32746,eut,post,0
32747,eut,sé,0
32748,eut,super,0
32749,eut,su,0
32750,eut,tres,0
32751,éfact,iceps,0
32752,éfact,aine,0
32753,éfact,uor,0
32754,éfact,ple,0
32755,éfact,ars,0
32756,éfact,is[VB],0
32757,éfact,acle,0
32758,éfact,end,0
32759,éfact,esse,0
32760,éfact,ouille,0
32761,éfact,âtre,0
32762,éfact,otte,0
32763,éfact,aume,0
32764,éfact,oche,0
32765,éfact,ifi[VB],0
32766,éfact,lège,0
32767,éfact,aud,0
32768,éfact,etés,0
32769,éfact,igaud,0
32770,éfact,erelle,0
32771,éfact,iller,0
32772,éfact,ario,0
32773,éfact,ifique,0
32774,éfact,eresse,0
32775,éfact,émie,0
32776,éfact,acre,0
32777,éfact,ifère,0
32778,éfact,ol[VB],0
32779,éfact,ar,0
32780,éfact,ate,0
32781,éfact,ore,0
32782,éfact,ell,0
32783,éfact,ise,0
32784,éfact,ir,0
32785,éfact,ème,0
32786,éfact,in[VB],0
32787,éfact,atie,0
32788,éfact,iques2,0
32789,éfact,inet,0
32790,éfact,inière,0
32791,éfact,estre,0
32792,éfact,ce,0
32793,éfact,aill[VB],0
32794,éfact,ereau,0
32795,éfact,oi,0
32796,éfact,oie,0
32797,éfact,oïd,0
32798,éfact,atum,0
32799,éfact,arienne,0
32800,éfact,il[VB],0
32801,éfact,bule,0
32802,éfact,ble[VB],0
32803,éfact,eron,0
32804,éfact,oble,0
32805,éfact,ois,0
32806,éfact,sse,0
32807,éfact,sses,0
32808,éfact,s,0
32809,éfact,éon,0
32810,éfact,ach[VB],0
32811,éfact,ais,0
32812,éfact,[VB]},0
32813,éfact,ément,0
32814,éfact,é2,0
32815,éfact,ot[VB],0
32816,éfact,iche,0
32817,éfact,isse,0
32818,éfact,ill[VB],0
32819,éfact,onn[VB],0
32820,éfact,ott[VB],0
32821,éfact,oure,0
32822,éfact,crate,0
32823,éfact,eton,0
32824,éfact,vore,0
32825,éfact,ième,0
32826,éfact,as,0
32827,éfact,en,0
32828,éfact,èle,0
32829,éfact,fi[VB],0
32830,éfact,ment1,0
32831,éfact,eret,0
32832,éfact,el[VB],0
32833,éfact,ell[VB],0
32834,éfact,adère,0
32835,éfact,adères,0
32836,éfact,let[VB],0
32837,éfact,aison,0
32838,éfact,at[VB],0
32839,éfact,},0
32840,éfact,otins,0
32841,éfact,ex,0
32842,éfact,iqu[VB],0
32843,éfact,bles,0
32844,éfact,ign[VB],0
32845,éfact,ut[VB],0
32846,éfact,}[VB],0
32847,éfact,escences,0
32848,éfact,it[VB],0
32849,éfact,aux1,0
32850,éfact,et[VB],0
32851,éfact,oyant,0
32852,éfact,oyante,0
32853,éfact,aient,0
32854,éfact,oy,0
32855,éfact,ures3,0
32856,éfact,aise,0
32857,éfact,icide,0
32858,éfact,eure,0
32859,éfact,oline,0
32860,éfact,issime,0
32861,éfact,cul[VB],0
32862,éfact,ieus,0
32863,éfact,aul,0
32864,éfact,bil,0
32865,éfact,ané,0
32866,éfact,m,0
32867,éfact,eteux,0
32868,éfact,eteaux,0
32869,éfact,ichons,0
32870,éfact,iau,0
32871,éfact,arc,0
32872,éfact,os[VB],0
32873,éfact,énaire,0
32874,éfact,atur,0
32875,éfact,oit,0
32876,éfact,oit[VB],0
32877,éfact,illarde,0
32878,éfact,igu[VB],0
32879,éfact,ig[VB],0
32880,éfact,oi[VB],0
32881,éfact,isson,0
32882,éfact,oyantes,0
32883,éfact,ul[VB],0
32884,éfact,lur[VB],0
32885,éfact,iér,0
32886,éfact,ilent,0
32887,éfact,ique2,0
32888,éfact,et1,0
32889,éfact,ûre,0
32890,éfact,ûres,0
32891,éfact,illé,0
32892,éfact,sant,0
32893,éfact,ait,0
32894,éfact,ement[VB],0
32895,éfact,ass[VB],0
32896,éfact,ci[VB],0
32897,éfact,ad[VB],0
32898,éfact,acé,0
32899,éfact,ifér[VB],0
32900,éfact,ab,0
32901,éfact,a,0
32902,éfact,ad,0
32903,éfact,ambi,0
32904,éfact,anté,0
32905,éfact,co,0
32906,éfact,com,0
32907,éfact,con,0
32908,éfact,dé,0
32909,éfact,é,0
32910,éfact,in,6
32911,éfact,mé,0
32912,éfact,mi,0
32913,éfact,ob,0
32914,éfact,pan,0
32915,éfact,pour,0
32916,éfact,pré,0
32917,éfact,pro,0
32918,éfact,re,0
32919,éfact,rétro,0
32920,éfact,sau,0
32921,éfact,sous,0
32922,éfact,soubre,0
32923,éfact,sub,0
32924,éfact,sur,0
32925,éfact,sus,0
32926,éfact,syn,0
32927,éfact,trans,0
32928,éfact,tri,0
32929,éfact,ultra,0
32930,éfact,uni,0
32931,éfact,ver,0
32932,éfact,vi,0
32933,éfact,ana,0
32934,éfact,anti,0
32935,éfact,apo,0
32936,éfact,arch,0
32937,éfact,archi,0
32938,éfact,au,0
32939,éfact,bi,0
32940,éfact,bis,0
32941,éfact,contre,0
32942,éfact,dia,0
32943,éfact,dys,0
32944,éfact,entre,0
32945,éfact,épi,0
32946,éfact,eu,0
32947,éfact,extra,0
32948,éfact,hémi,0
32949,éfact,hyper,0
32950,éfact,hypo,0
32951,éfact,infra,0
32952,éfact,inter,0
32953,éfact,juxta,0
32954,éfact,mono,0
32955,éfact,par,0
32956,éfact,para,0
32957,éfact,pén,0
32958,éfact,per,0
32959,éfact,péri,0
32960,éfact,post,0
32961,éfact,sé,0
32962,éfact,super,0
32963,éfact,su,0
32964,éfact,tres,0
32965,iceps,aine,0
32966,iceps,uor,0
32967,iceps,ple,8
32968,iceps,ars,0
32969,iceps,is[VB],0
32970,iceps,acle,0
32971,iceps,end,0
32972,iceps,esse,0
32973,iceps,ouille,0
32974,iceps,âtre,0
32975,iceps,otte,0
32976,iceps,aume,0
32977,iceps,oche,0
32978,iceps,ifi[VB],0
32979,iceps,lège,0
32980,iceps,aud,0
32981,iceps,etés,0
32982,iceps,igaud,0
32983,iceps,erelle,0
32984,iceps,iller,0
32985,iceps,ario,0
32986,iceps,ifique,0
32987,iceps,eresse,0
32988,iceps,émie,0
32989,iceps,acre,0
32990,iceps,ifère,0
32991,iceps,ol[VB],0
32992,iceps,ar,0
32993,iceps,ate,0
32994,iceps,ore,0
32995,iceps,ell,0
32996,iceps,ise,0
32997,iceps,ir,0
32998,iceps,ème,0
32999,iceps,in[VB],0
33000,iceps,atie,0
33001,iceps,iques2,0
33002,iceps,inet,0
33003,iceps,inière,0
33004,iceps,estre,0
33005,iceps,ce,0
33006,iceps,aill[VB],0
33007,iceps,ereau,0
33008,iceps,oi,0
33009,iceps,oie,0
33010,iceps,oïd,0
33011,iceps,atum,0
33012,iceps,arienne,0
33013,iceps,il[VB],0
33014,iceps,bule,0
33015,iceps,ble[VB],0
33016,iceps,eron,0
33017,iceps,oble,0
33018,iceps,ois,0
33019,iceps,sse,0
33020,iceps,sses,0
33021,iceps,s,0
33022,iceps,éon,0
33023,iceps,ach[VB],0
33024,iceps,ais,0
33025,iceps,[VB]},0
33026,iceps,ément,0
33027,iceps,é2,0
33028,iceps,ot[VB],0
33029,iceps,iche,0
33030,iceps,isse,0
33031,iceps,ill[VB],8
33032,iceps,onn[VB],0
33033,iceps,ott[VB],0
33034,iceps,oure,0
33035,iceps,crate,0
33036,iceps,eton,0
33037,iceps,vore,0
33038,iceps,ième,8
33039,iceps,as,0
33040,iceps,en,0
33041,iceps,èle,0
33042,iceps,fi[VB],0
33043,iceps,ment1,0
33044,iceps,eret,0
33045,iceps,el[VB],0
33046,iceps,ell[VB],0
33047,iceps,adère,0
33048,iceps,adères,0
33049,iceps,let[VB],0
33050,iceps,aison,0
33051,iceps,at[VB],0
33052,iceps,},0
33053,iceps,otins,0
33054,iceps,ex,0
33055,iceps,iqu[VB],0
33056,iceps,bles,0
33057,iceps,ign[VB],0
33058,iceps,ut[VB],0
33059,iceps,}[VB],0
33060,iceps,escences,0
33061,iceps,it[VB],0
33062,iceps,aux1,0
33063,iceps,et[VB],0
33064,iceps,oyant,0
33065,iceps,oyante,0
33066,iceps,aient,0
33067,iceps,oy,0
33068,iceps,ures3,0
33069,iceps,aise,0
33070,iceps,icide,0
33071,iceps,eure,0
33072,iceps,oline,0
33073,iceps,issime,0
33074,iceps,cul[VB],0
33075,iceps,ieus,0
33076,iceps,aul,0
33077,iceps,bil,0
33078,iceps,ané,0
33079,iceps,m,0
33080,iceps,eteux,0
33081,iceps,eteaux,0
33082,iceps,ichons,0
33083,iceps,iau,0
33084,iceps,arc,0
33085,iceps,os[VB],0
33086,iceps,énaire,0
33087,iceps,atur,0
33088,iceps,oit,0
33089,iceps,oit[VB],0
33090,iceps,illarde,0
33091,iceps,igu[VB],0
33092,iceps,ig[VB],0
33093,iceps,oi[VB],0
33094,iceps,isson,0
33095,iceps,oyantes,0
33096,iceps,ul[VB],0
33097,iceps,lur[VB],0
33098,iceps,iér,0
33099,iceps,ilent,0
33100,iceps,ique2,0
33101,iceps,et1,0
33102,iceps,ûre,0
33103,iceps,ûres,0
33104,iceps,illé,8
33105,iceps,sant,0
33106,iceps,ait,0
33107,iceps,ement[VB],0
33108,iceps,ass[VB],0
33109,iceps,ci[VB],0
33110,iceps,ad[VB],0
33111,iceps,acé,0
33112,iceps,ifér[VB],0
33113,iceps,ab,0
33114,iceps,a,0
33115,iceps,ad,0
33116,iceps,ambi,0
33117,iceps,anté,0
33118,iceps,co,0
33119,iceps,com,0
33120,iceps,con,0
33121,iceps,dé,0
33122,iceps,é,0
33123,iceps,in,0
33124,iceps,mé,0
33125,iceps,mi,0
33126,iceps,ob,0
33127,iceps,pan,0
33128,iceps,pour,0
33129,iceps,pré,0
33130,iceps,pro,0
33131,iceps,re,0
33132,iceps,rétro,0
33133,iceps,sau,0
33134,iceps,sous,0
33135,iceps,soubre,0
33136,iceps,sub,0
33137,iceps,sur,0
33138,iceps,sus,0
33139,iceps,syn,0
33140,iceps,trans,0
33141,iceps,tri,0
33142,iceps,ultra,0
33143,iceps,uni,0
33144,iceps,ver,0
33145,iceps,vi,0
33146,iceps,ana,0
33147,iceps,anti,0
33148,iceps,apo,0
33149,iceps,arch,0
33150,iceps,archi,0
33151,iceps,au,0
33152,iceps,bi,0
33153,iceps,bis,0
33154,iceps,contre,0
33155,iceps,dia,0
33156,iceps,dys,0
33157,iceps,entre,0
33158,iceps,épi,0
33159,iceps,eu,0
33160,iceps,extra,0
33161,iceps,hémi,0
33162,iceps,hyper,0
33163,iceps,hypo,0
33164,iceps,infra,0
33165,iceps,inter,0
33166,iceps,juxta,0
33167,iceps,mono,0
33168,iceps,par,0
33169,iceps,para,0
33170,iceps,pén,0
33171,iceps,per,0
33172,iceps,péri,0
33173,iceps,post,0
33174,iceps,sé,0
33175,iceps,super,0
33176,iceps,su,0
33177,iceps,tres,0
33178,aine,uor,0
33179,aine,ple,5
33180,aine,ars,0
33181,aine,is[VB],0
33182,aine,acle,0
33183,aine,end,0
33184,aine,esse,0
33185,aine,ouille,0
33186,aine,âtre,0
33187,aine,otte,0
33188,aine,aume,0
33189,aine,oche,0
33190,aine,ifi[VB],0
33191,aine,lège,0
33192,aine,aud,0
33193,aine,etés,0
33194,aine,igaud,0
33195,aine,erelle,0
33196,aine,iller,0
33197,aine,ario,0
33198,aine,ifique,0
33199,aine,eresse,0
33200,aine,émie,0
33201,aine,acre,0
33202,aine,ifère,0
33203,aine,ol[VB],0
33204,aine,ar,0
33205,aine,ate,0
33206,aine,ore,0
33207,aine,ell,0
33208,aine,ise,0
33209,aine,ir,0
33210,aine,ème,0
33211,aine,in[VB],0
33212,aine,atie,0
33213,aine,iques2,0
33214,aine,inet,0
33215,aine,inière,0
33216,aine,estre,0
33217,aine,ce,0
33218,aine,aill[VB],0
33219,aine,ereau,0
33220,aine,oi,0
33221,aine,oie,0
33222,aine,oïd,0
33223,aine,atum,0
33224,aine,arienne,0
33225,aine,il[VB],0
33226,aine,bule,0
33227,aine,ble[VB],0
33228,aine,eron,0
33229,aine,oble,0
33230,aine,ois,0
33231,aine,sse,0
33232,aine,sses,0
33233,aine,s,0
33234,aine,éon,0
33235,aine,ach[VB],0
33236,aine,ais,0
33237,aine,[VB]},0
33238,aine,ément,0
33239,aine,é2,0
33240,aine,ot[VB],0
33241,aine,iche,0
33242,aine,isse,0
33243,aine,ill[VB],0
33244,aine,onn[VB],0
33245,aine,ott[VB],0
33246,aine,oure,0
33247,aine,crate,0
33248,aine,eton,0
33249,aine,vore,0
33250,aine,ième,17
33251,aine,as,0
33252,aine,en,0
33253,aine,èle,0
33254,aine,fi[VB],0
33255,aine,ment1,0
33256,aine,eret,0
33257,aine,el[VB],0
33258,aine,ell[VB],0
33259,aine,adère,0
33260,aine,adères,0
33261,aine,let[VB],0
33262,aine,aison,0
33263,aine,at[VB],0
33264,aine,},0
33265,aine,otins,0
33266,aine,ex,0
33267,aine,iqu[VB],0
33268,aine,bles,0
33269,aine,ign[VB],0
33270,aine,ut[VB],0
33271,aine,}[VB],0
33272,aine,escences,0
33273,aine,it[VB],0
33274,aine,aux1,0
33275,aine,et[VB],0
33276,aine,oyant,0
33277,aine,oyante,0
33278,aine,aient,0
33279,aine,oy,0
33280,aine,ures3,0
33281,aine,aise,0
33282,aine,icide,0
33283,aine,eure,0
33284,aine,oline,0
33285,aine,issime,0
33286,aine,cul[VB],0
33287,aine,ieus,0
33288,aine,aul,0
33289,aine,bil,0
33290,aine,ané,0
33291,aine,m,0
33292,aine,eteux,0
33293,aine,eteaux,0
33294,aine,ichons,0
33295,aine,iau,0
33296,aine,arc,0
33297,aine,os[VB],0
33298,aine,énaire,0
33299,aine,atur,0
33300,aine,oit,0
33301,aine,oit[VB],0
33302,aine,illarde,0
33303,aine,igu[VB],0
33304,aine,ig[VB],0
33305,aine,oi[VB],0
33306,aine,isson,0
33307,aine,oyantes,0
33308,aine,ul[VB],0
33309,aine,lur[VB],0
33310,aine,iér,0
33311,aine,ilent,0
33312,aine,ique2,0
33313,aine,et1,0
33314,aine,ûre,0
33315,aine,ûres,0
33316,aine,illé,0
33317,aine,sant,0
33318,aine,ait,0
33319,aine,ement[VB],0
33320,aine,ass[VB],0
33321,aine,ci[VB],0
33322,aine,ad[VB],0
33323,aine,acé,0
33324,aine,ifér[VB],0
33325,aine,ab,0
33326,aine,a,0
33327,aine,ad,0
33328,aine,ambi,0
33329,aine,anté,0
33330,aine,co,0
33331,aine,com,0
33332,aine,con,0
33333,aine,dé,0
33334,aine,é,0
33335,aine,in,0
33336,aine,mé,0
33337,aine,mi,0
33338,aine,ob,0
33339,aine,pan,0
33340,aine,pour,0
33341,aine,pré,0
33342,aine,pro,0
33343,aine,re,0
33344,aine,rétro,0
33345,aine,sau,0
33346,aine,sous,0
33347,aine,soubre,0
33348,aine,sub,0
33349,aine,sur,0
33350,aine,sus,0
33351,aine,syn,0
33352,aine,trans,0
33353,aine,tri,0
33354,aine,ultra,0
33355,aine,uni,0
33356,aine,ver,0
33357,aine,vi,0
33358,aine,ana,0
33359,aine,anti,0
33360,aine,apo,0
33361,aine,arch,0
33362,aine,archi,0
33363,aine,au,0
33364,aine,bi,0
33365,aine,bis,0
33366,aine,contre,0
33367,aine,dia,0
33368,aine,dys,0
33369,aine,entre,0
33370,aine,épi,0
33371,aine,eu,0
33372,aine,extra,0
33373,aine,hémi,0
33374,aine,hyper,0
33375,aine,hypo,0
33376,aine,infra,0
33377,aine,inter,0
33378,aine,juxta,0
33379,aine,mono,0
33380,aine,par,0
33381,aine,para,0
33382,aine,pén,0
33383,aine,per,0
33384,aine,péri,0
33385,aine,post,0
33386,aine,sé,0
33387,aine,super,0
33388,aine,su,0
33389,aine,tres,0
33390,uor,ple,0
33391,uor,ars,0
33392,uor,is[VB],0
33393,uor,acle,0
33394,uor,end,0
33395,uor,esse,0
33396,uor,ouille,0
33397,uor,âtre,0
33398,uor,otte,0
33399,uor,aume,0
33400,uor,oche,0
33401,uor,ifi[VB],0
33402,uor,lège,0
33403,uor,aud,0
33404,uor,etés,0
33405,uor,igaud,0
33406,uor,erelle,0
33407,uor,iller,0
33408,uor,ario,0
33409,uor,ifique,0
33410,uor,eresse,0
33411,uor,émie,0
33412,uor,acre,0
33413,uor,ifère,0
33414,uor,ol[VB],0
33415,uor,ar,0
33416,uor,ate,0
33417,uor,ore,0
33418,uor,ell,0
33419,uor,ise,0
33420,uor,ir,0
33421,uor,ème,0
33422,uor,in[VB],0
33423,uor,atie,0
33424,uor,iques2,0
33425,uor,inet,0
33426,uor,inière,0
33427,uor,estre,0
33428,uor,ce,0
33429,uor,aill[VB],0
33430,uor,ereau,0
33431,uor,oi,0
33432,uor,oie,0
33433,uor,oïd,0
33434,uor,atum,0
33435,uor,arienne,0
33436,uor,il[VB],0
33437,uor,bule,0
33438,uor,ble[VB],0
33439,uor,eron,0
33440,uor,oble,0
33441,uor,ois,0
33442,uor,sse,0
33443,uor,sses,0
33444,uor,s,0
33445,uor,éon,0
33446,uor,ach[VB],0
33447,uor,ais,0
33448,uor,[VB]},0
33449,uor,ément,0
33450,uor,é2,0
33451,uor,ot[VB],0
33452,uor,iche,0
33453,uor,isse,0
33454,uor,ill[VB],0
33455,uor,onn[VB],0
33456,uor,ott[VB],0
33457,uor,oure,0
33458,uor,crate,0
33459,uor,eton,0
33460,uor,vore,0
33461,uor,ième,0
33462,uor,as,0
33463,uor,en,0
33464,uor,èle,0
33465,uor,fi[VB],0
33466,uor,ment1,0
33467,uor,eret,0
33468,uor,el[VB],0
33469,uor,ell[VB],0
33470,uor,adère,0
33471,uor,adères,0
33472,uor,let[VB],0
33473,uor,aison,0
33474,uor,at[VB],0
33475,uor,},0
33476,uor,otins,0
33477,uor,ex,0
33478,uor,iqu[VB],0
33479,uor,bles,0
33480,uor,ign[VB],0
33481,uor,ut[VB],0
33482,uor,}[VB],0
33483,uor,escences,0
33484,uor,it[VB],0
33485,uor,aux1,0
33486,uor,et[VB],0
33487,uor,oyant,0
33488,uor,oyante,0
33489,uor,aient,0
33490,uor,oy,0
33491,uor,ures3,0
33492,uor,aise,0
33493,uor,icide,0
33494,uor,eure,0
33495,uor,oline,0
33496,uor,issime,0
33497,uor,cul[VB],0
33498,uor,ieus,0
33499,uor,aul,0
33500,uor,bil,0
33501,uor,ané,0
33502,uor,m,0
33503,uor,eteux,0
33504,uor,eteaux,0
33505,uor,ichons,0
33506,uor,iau,0
33507,uor,arc,0
33508,uor,os[VB],0
33509,uor,énaire,0
33510,uor,atur,0
33511,uor,oit,0
33512,uor,oit[VB],0
33513,uor,illarde,0
33514,uor,igu[VB],0
33515,uor,ig[VB],0
33516,uor,oi[VB],0
33517,uor,isson,0
33518,uor,oyantes,0
33519,uor,ul[VB],0
33520,uor,lur[VB],0
33521,uor,iér,0
33522,uor,ilent,0
33523,uor,ique2,0
33524,uor,et1,0
33525,uor,ûre,0
33526,uor,ûres,0
33527,uor,illé,0
33528,uor,sant,0
33529,uor,ait,0
33530,uor,ement[VB],0
33531,uor,ass[VB],0
33532,uor,ci[VB],0
33533,uor,ad[VB],0
33534,uor,acé,0
33535,uor,ifér[VB],0
33536,uor,ab,0
33537,uor,a,0
33538,uor,ad,0
33539,uor,ambi,0
33540,uor,anté,0
33541,uor,co,0
33542,uor,com,0
33543,uor,con,0
33544,uor,dé,0
33545,uor,é,0
33546,uor,in,0
33547,uor,mé,0
33548,uor,mi,0
33549,uor,ob,0
33550,uor,pan,0
33551,uor,pour,0
33552,uor,pré,0
33553,uor,pro,0
33554,uor,re,0
33555,uor,rétro,0
33556,uor,sau,0
33557,uor,sous,0
33558,uor,soubre,0
33559,uor,sub,0
33560,uor,sur,0
33561,uor,sus,0
33562,uor,syn,0
33563,uor,trans,0
33564,uor,tri,0
33565,uor,ultra,0
33566,uor,uni,0
33567,uor,ver,0
33568,uor,vi,0
33569,uor,ana,0
33570,uor,anti,0
33571,uor,apo,0
33572,uor,arch,0
33573,uor,archi,0
33574,uor,au,0
33575,uor,bi,0
33576,uor,bis,0
33577,uor,contre,0
33578,uor,dia,0
33579,uor,dys,0
33580,uor,entre,0
33581,uor,épi,0
33582,uor,eu,0
33583,uor,extra,0
33584,uor,hémi,0
33585,uor,hyper,0
33586,uor,hypo,0
33587,uor,infra,0
33588,uor,inter,0
33589,uor,juxta,0
33590,uor,mono,0
33591,uor,par,0
33592,uor,para,0
33593,uor,pén,0
33594,uor,per,0
33595,uor,péri,0
33596,uor,post,0
33597,uor,sé,0
33598,uor,super,0
33599,uor,su,0
33600,uor,tres,0
33601,ple,ars,0
33602,ple,is[VB],0
33603,ple,acle,0
33604,ple,end,0
33605,ple,esse,0
33606,ple,ouille,0
33607,ple,âtre,0
33608,ple,otte,0
33609,ple,aume,0
33610,ple,oche,0
33611,ple,ifi[VB],0
33612,ple,lège,0
33613,ple,aud,0
33614,ple,etés,0
33615,ple,igaud,0
33616,ple,erelle,0
33617,ple,iller,0
33618,ple,ario,0
33619,ple,ifique,0
33620,ple,eresse,0
33621,ple,émie,0
33622,ple,acre,0
33623,ple,ifère,0
33624,ple,ol[VB],0
33625,ple,ar,0
33626,ple,ate,0
33627,ple,ore,0
33628,ple,ell,0
33629,ple,ise,0
33630,ple,ir,0
33631,ple,ème,0
33632,ple,in[VB],0
33633,ple,atie,0
33634,ple,iques2,0
33635,ple,inet,0
33636,ple,inière,0
33637,ple,estre,0
33638,ple,ce,0
33639,ple,aill[VB],0
33640,ple,ereau,0
